Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10009_001,SE_A10009_002,SE_A10009_003,SE_A10009_004,SE_A10009_005,SE_A10009_006,SE_A10009_007,SE_A10009_008,SE_A10009_009,SE_A10009_010,SE_A10009_011,SE_A10009_012,SE_A10009_013,SE_A10009_014,SE_A10009_015,SE_A10009_016,SE_A10009_017,SE_A10009_018,SE_A10009_019,PCT_SE_A10009_002,PCT_SE_A10009_003,PCT_SE_A10009_004,PCT_SE_A10009_005,PCT_SE_A10009_006,PCT_SE_A10009_007,PCT_SE_A10009_008,PCT_SE_A10009_009,PCT_SE_A10009_010,PCT_SE_A10009_011,PCT_SE_A10009_012,PCT_SE_A10009_013,PCT_SE_A10009_014,PCT_SE_A10009_015,PCT_SE_A10009_016,PCT_SE_A10009_017,PCT_SE_A10009_018,PCT_SE_A10009_019,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_B12001_001,SE_B12001_002,SE_B12001_003,SE_B12001_004,PCT_SE_B12001_002,PCT_SE_B12001_003,PCT_SE_B12001_004,SE_A12003_001,SE_A12003_002,SE_A12003_003,PCT_SE_A12003_002,PCT_SE_A12003_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017,SE_A14006_001,SE_A14020_001,SE_A14027_001,SE_A14027_002,SE_A14027_003,SE_A14027_004,SE_A14027_005,SE_A14027_006,SE_A14026_001,SE_A14026_002,SE_A14026_003,SE_A14026_004,SE_A14026_005,SE_A14025_001,SE_A14025_002,SE_A14025_003,SE_A14025_004,SE_A14025_005,SE_A14025_006,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003,SE_A13002_001,SE_A13002_002,SE_A13002_003,SE_A13002_004,SE_A13002_005,SE_A13002_006,SE_A13002_007,SE_A13002_008,SE_A13002_009,SE_A13002_010,SE_A13002_011,PCT_SE_A13002_002,PCT_SE_A13002_003,PCT_SE_A13002_004,PCT_SE_A13002_005,PCT_SE_A13002_006,PCT_SE_A13002_007,PCT_SE_A13002_008,PCT_SE_A13002_009,PCT_SE_A13002_010,PCT_SE_A13002_011,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003
"06075011902","Census Tract 119.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"011902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011902","Census Tract 119.02",,,,1678,72,72,61,11,0,11,0,0,0,1606,327,178,149,69,80,1279,484,795,4.29,4.29,3.64,0.66,0,0.66,0,0,0,95.71,19.49,10.61,8.88,4.11,4.77,76.22,28.84,47.38,2411,376,2035,1746,1275,424,172,98,15.6,84.4,72.42,52.88,17.59,7.13,4.06,2411,376,760,1275,15.6,31.52,52.88,41,0,41,0,100,1678,69,80,41,16,46,92,32,44,70,81,216,239,150,143,96,263,4.11,4.77,2.44,0.95,2.74,5.48,1.91,2.62,4.17,4.83,12.87,14.24,8.94,8.52,5.72,15.67,77241,38244600,18564,52253,80261,127626,322120,543049,34772,69806,96795,162818,250001,3.09,8.7,13.36,21.24,53.61,22.6,93,9,84,9.68,90.32,399,8,8,0,0,0,0,0,0,0,391,2.01,2.01,0,0,0,0,0,0,0,97.99,2058,175,1883,8.5,91.5
"06075012001","Census Tract 120.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012001","Census Tract 120.01",,,,1004,56,56,56,0,0,0,0,0,0,948,231,129,102,11,91,717,534,183,5.58,5.58,5.58,0,0,0,0,0,0,94.42,23.01,12.85,10.16,1.1,9.06,71.41,53.19,18.23,1497,51,1446,1393,941,382,73,14,3.41,96.59,93.05,62.86,25.52,4.88,0.94,1497,51,505,941,3.41,33.73,62.86,15,0,15,0,100,1004,29,78,0,16,10,0,0,91,14,33,157,194,94,21,112,155,2.89,7.77,0,1.59,1,0,0,9.06,1.39,3.29,15.64,19.32,9.36,2.09,11.16,15.44,91040,39489800,22040,61592,87929,133244,256857,369969,42680,73216,94093,177955,250001,3.92,10.97,15.66,23.72,45.73,16.47,107,0,107,0,100,287,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,100,1386,81,1305,5.84,94.16
"06075012002","Census Tract 120.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012002","Census Tract 120.02",,,,1359,36,36,36,0,0,0,0,0,0,1323,214,184,30,0,30,1109,804,305,2.65,2.65,2.65,0,0,0,0,0,0,97.35,15.75,13.54,2.21,0,2.21,81.6,59.16,22.44,1762,177,1585,1434,1186,224,82,23,10.05,89.95,81.38,67.31,12.71,4.65,1.31,1762,177,399,1186,10.05,22.64,67.31,0,0,0,,,1359,153,10,11,85,189,0,32,32,0,60,146,185,150,0,90,216,11.26,0.74,0.81,6.25,13.91,0,2.35,2.35,0,4.42,10.74,13.61,11.04,0,6.62,15.89,71619,36687900,10936,34099,71630,114141,307487,517483,25865,57026,82201,154281,250001,2.03,6.33,13.31,21.2,57.12,24.03,75,0,75,0,100,250,18,0,18,0,0,0,0,0,0,232,7.2,0,7.2,0,0,0,0,0,0,92.8,1759,291,1468,16.54,83.46
"06075012100","Census Tract 121, San Francisco County, California","ca","140","00",,,,"06","075",,,"012100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012100","Census Tract 121",,,,2080,27,27,27,0,0,0,0,0,0,2053,381,313,68,68,0,1672,931,741,1.3,1.3,1.3,0,0,0,0,0,0,98.7,18.32,15.05,3.27,3.27,0,80.38,44.76,35.62,2723,326,2397,2104,1662,491,105,86,11.97,88.03,77.27,61.04,18.03,3.86,3.16,2723,326,735,1662,11.97,26.99,61.04,212,0,212,0,100,2080,190,0,35,39,158,18,13,82,73,100,80,255,142,195,135,565,9.13,0,1.68,1.88,7.6,0.87,0.62,3.94,3.51,4.81,3.85,12.26,6.83,9.38,6.49,27.16,92059,55516300,14209,53188,101380,178929,296995,407678,29808,79211,129000,223772,250001,2.2,8.25,15.73,27.75,46.07,15.81,32,0,32,0,100,408,83,0,83,0,0,0,0,0,0,325,20.34,0,20.34,0,0,0,0,0,0,79.66,2367,312,2055,13.18,86.82
"06075012202","Census Tract 122.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012202","Census Tract 122.02",,,,1488,140,140,77,63,16,47,0,0,0,1348,122,84,38,0,38,1226,955,271,9.41,9.41,5.17,4.23,1.08,3.16,0,0,0,90.59,8.2,5.65,2.55,0,2.55,82.39,64.18,18.21,2744,339,2405,1563,892,262,66,26,12.35,87.65,56.96,32.51,9.55,2.41,0.95,2744,339,1513,892,12.35,55.14,32.51,70,0,70,0,100,1488,144,112,64,211,57,74,12,0,12,136,145,179,31,65,66,180,9.68,7.53,4.3,14.18,3.83,4.97,0.81,0,0.81,9.14,9.74,12.03,2.08,4.37,4.44,12.1,54650,39226900,8432,23788,51623,85039,262204,374639,17080,30692,70236,130817,250001,1.96,5.52,11.98,19.73,60.82,21.73,205,15,190,7.32,92.68,262,14,14,0,0,0,0,0,0,0,248,5.34,5.34,0,0,0,0,0,0,0,94.66,2188,731,1457,33.41,66.59
"06075012203","Census Tract 122.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012203","Census Tract 122.03",,,,1081,163,163,61,102,17,85,0,0,0,918,90,89,1,1,0,828,717,111,15.08,15.08,5.64,9.44,1.57,7.86,0,0,0,84.92,8.33,8.23,0.09,0.09,0,76.6,66.33,10.27,1610,385,1225,1082,642,295,70,70,23.91,76.09,67.2,39.88,18.32,4.35,4.35,1610,385,583,642,23.91,36.21,39.88,33,0,33,0,100,1081,247,209,71,70,33,35,15,23,29,45,12,175,1,0,27,89,22.85,19.33,6.57,6.48,3.05,3.24,1.39,2.13,2.68,4.16,1.11,16.19,0.09,0,2.5,8.23,22982,16217400,,,,,,,7124,14686,33829,79066,206820,,,,,,,164,98,66,59.76,40.24,253,142,16,48,0,0,0,78,78,0,111,56.13,6.32,18.97,0,0,0,30.83,30.83,0,43.87,1264,591,673,46.76,53.24
"06075012204","Census Tract 122.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012204","Census Tract 122.04",,,,1566,181,181,52,129,0,129,0,0,0,1385,297,255,42,0,42,1088,620,468,11.56,11.56,3.32,8.24,0,8.24,0,0,0,88.44,18.97,16.28,2.68,0,2.68,69.48,39.59,29.89,2104,251,1853,1717,1071,527,244,44,11.93,88.07,81.61,50.9,25.05,11.6,2.09,2104,251,782,1071,11.93,37.17,50.9,33,0,33,0,100,1566,75,54,34,238,99,51,14,32,30,89,147,138,208,77,109,171,4.79,3.45,2.17,15.2,6.32,3.26,0.89,2.04,1.92,5.68,9.39,8.81,13.28,4.92,6.96,10.92,65217,41816200,15461,30615,68356,116361,240235,391187,22098,49950,97000,129455,250001,3.28,6.5,14.51,24.7,51,20.76,214,52,162,24.3,75.7,478,14,14,0,0,0,0,0,0,0,464,2.93,2.93,0,0,0,0,0,0,0,97.07,1868,199,1669,10.65,89.35
"06075012301","Census Tract 123.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012301","Census Tract 123.01",,,,1311,31,31,11,20,14,6,0,0,0,1280,94,57,37,24,13,1186,777,409,2.36,2.36,0.84,1.53,1.07,0.46,0,0,0,97.64,7.17,4.35,2.82,1.83,0.99,90.47,59.27,31.2,1655,416,1239,991,454,101,26,0,25.14,74.86,59.88,27.43,6.1,1.57,0,1655,416,785,454,25.14,47.43,27.43,30,0,30,0,100,1311,122,380,58,129,24,47,108,24,50,41,88,53,47,61,61,18,9.31,28.99,4.42,9.84,1.83,3.59,8.24,1.83,3.81,3.13,6.71,4.04,3.59,4.65,4.65,1.37,24284,10428500,7883,13760,25690,49702,134768,197960,12828,18065,35924,68738,175292,3.4,5.94,11.08,21.44,58.14,21.35,101,0,101,0,100,125,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,100,1113,398,715,35.76,64.24
"06075012302","Census Tract 123.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012302","Census Tract 123.02",,,,1886,64,64,39,25,0,25,0,0,0,1822,333,268,65,35,30,1489,946,543,3.39,3.39,2.07,1.33,0,1.33,0,0,0,96.61,17.66,14.21,3.45,1.86,1.59,78.95,50.16,28.79,2294,265,2029,1720,1058,457,165,131,11.55,88.45,74.98,46.12,19.92,7.19,5.71,2294,265,971,1058,11.55,42.33,46.12,51,0,51,0,100,1886,211,107,79,75,108,144,51,39,111,73,151,207,167,121,88,154,11.19,5.67,4.19,3.98,5.73,7.64,2.7,2.07,5.89,3.87,8.01,10.98,8.85,6.42,4.67,8.17,55741,39275400,7790,29120,54316,96968,265697,564936,17085,38990,67299,124041,233546,1.72,6.42,11.97,21.36,58.54,31.12,108,62,46,57.41,42.59,397,78,0,53,0,0,0,25,25,0,319,19.65,0,13.35,0,0,0,6.3,6.3,0,80.35,2161,430,1731,19.9,80.1
"06075012403","Census Tract 124.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012403","Census Tract 124.03",,,,1181,192,192,91,101,63,38,0,0,0,989,329,307,22,14,8,660,374,286,16.26,16.26,7.71,8.55,5.33,3.22,0,0,0,83.74,27.86,25.99,1.86,1.19,0.68,55.88,31.67,24.22,2175,1011,1164,760,608,81,49,26,46.48,53.52,34.94,27.95,3.72,2.25,1.2,2175,1011,556,608,46.48,25.56,27.95,215,20,195,9.3,90.7,1181,157,168,53,0,83,36,57,0,96,0,128,199,139,35,13,17,13.29,14.23,4.49,0,7.03,3.05,4.83,0,8.13,0,10.84,16.85,11.77,2.96,1.1,1.44,46185,36178000,5505,19689,50030,79399,255663,703321,13613,33292,71145,85300,133176,1.34,4.8,12.19,19.35,62.31,42.86,355,20,335,5.63,94.37,521,8,0,0,0,0,0,8,0,8,513,1.54,0,0,0,0,0,1.54,0,1.54,98.46,1943,267,1676,13.74,86.26
"06075012404","Census Tract 124.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012404","Census Tract 124.04",,,,1499,49,49,49,0,0,0,0,0,0,1450,207,163,44,23,21,1243,1070,173,3.27,3.27,3.27,0,0,0,0,0,0,96.73,13.81,10.87,2.94,1.53,1.4,82.92,71.38,11.54,2381,556,1825,1188,458,176,123,21,23.35,76.65,49.9,19.24,7.39,5.17,0.88,2381,556,1367,458,23.35,57.41,19.24,49,0,49,0,100,1499,131,151,223,40,65,139,17,80,69,137,118,192,27,65,45,0,8.74,10.07,14.88,2.67,4.34,9.27,1.13,5.34,4.6,9.14,7.87,12.81,1.8,4.34,3,0,35074,20729500,9074,18537,36598,60652,112602,160903,15200,28375,46935,78017,133372,3.82,7.81,15.41,25.54,47.42,16.94,86,0,86,0,100,256,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,100,2123,776,1347,36.55,63.45
"06075012405","Census Tract 124.05, San Francisco County, California","ca","140","00",,,,"06","075",,,"012405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012405","Census Tract 124.05",,,,2513,236,236,75,161,0,161,0,0,0,2277,216,132,84,54,30,2061,1473,588,9.39,9.39,2.98,6.41,0,6.41,0,0,0,90.61,8.6,5.25,3.34,2.15,1.19,82.01,58.62,23.4,3253,94,3159,2803,2371,713,163,108,2.89,97.11,86.17,72.89,21.92,5.01,3.32,3253,94,788,2371,2.89,24.22,72.89,48,23,25,47.92,52.08,2513,83,144,72,15,30,18,32,42,129,107,200,293,180,134,451,583,3.3,5.73,2.87,0.6,1.19,0.72,1.27,1.67,5.13,4.26,7.96,11.66,7.16,5.33,17.95,23.2,107311,63604300,22550,64948,113146,182381,355961,525847,46423,82349,161405,202875,250001,3.05,8.79,15.31,24.68,48.17,17.79,391,67,324,17.14,82.86,452,39,0,0,0,0,0,39,39,0,413,8.63,0,0,0,0,0,8.63,8.63,0,91.37,3148,358,2790,11.37,88.63
"06075012406","Census Tract 124.06, San Francisco County, California","ca","140","00",,,,"06","075",,,"012406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012406","Census Tract 124.06",,,,947,0,0,0,0,0,0,0,0,0,947,118,109,9,0,9,829,538,291,0,0,0,0,0,0,0,0,0,100,12.46,11.51,0.95,0,0.95,87.54,56.81,30.73,1297,383,914,689,414,177,74,19,29.53,70.47,53.12,31.92,13.65,5.71,1.46,1297,383,500,414,29.53,38.55,31.92,23,0,23,0,100,947,88,226,44,82,74,28,0,19,14,31,142,53,12,0,56,78,9.29,23.86,4.65,8.66,7.81,2.96,0,2.01,1.48,3.27,14.99,5.6,1.27,0,5.91,8.24,26132,9601600,8873,14947,28633,65739,170225,232226,13307,20867,46286,87400,208904,3.08,5.18,9.93,22.79,59.02,20.13,0,0,0,,,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,100,970,237,733,24.43,75.57
"06075012502","Census Tract 125.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012502","Census Tract 125.02",,,,2270,207,207,129,78,46,32,0,0,0,2063,431,277,154,119,35,1632,1078,554,9.12,9.12,5.68,3.44,2.03,1.41,0,0,0,90.88,18.99,12.2,6.78,5.24,1.54,71.89,47.49,24.41,4006,1827,2179,1249,427,203,71,0,45.61,54.39,31.18,10.66,5.07,1.77,0,4006,1827,1752,427,45.61,43.73,10.66,0,0,0,,,2270,71,630,479,255,30,24,101,42,0,202,82,18,207,32,54,43,3.13,27.75,21.1,11.23,1.32,1.06,4.45,1.85,0,8.9,3.61,0.79,9.12,1.41,2.38,1.89,19128,40361000,10883,14643,19111,41444,123819,202881,13622,16479,23767,54694,131211,5.18,6.98,9.1,19.74,58.99,24.16,413,0,413,0,100,638,19,0,19,0,0,0,0,0,0,619,2.98,0,2.98,0,0,0,0,0,0,97.02,2520,866,1654,34.37,65.63
"06075012503","Census Tract 125.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012503","Census Tract 125.03",,,,2205,289,289,225,64,0,64,0,0,0,1916,386,262,124,68,56,1530,1180,350,13.11,13.11,10.2,2.9,0,2.9,0,0,0,86.89,17.51,11.88,5.62,3.08,2.54,69.39,53.51,15.87,3687,797,2890,1666,647,179,31,22,21.62,78.38,45.19,17.55,4.85,0.84,0.6,3687,797,2243,647,21.62,60.84,17.55,105,0,105,0,100,2205,174,468,31,107,72,162,25,0,97,235,180,303,113,199,18,21,7.89,21.22,1.41,4.85,3.27,7.35,1.13,0,4.4,10.66,8.16,13.74,5.12,9.02,0.82,0.95,47301,58839800,7712,19199,45816,73607,128112,169752,13014,30463,58681,86087,138162,2.81,7,16.69,26.82,46.68,15.46,527,32,495,6.07,93.93,675,25,25,0,0,0,0,0,0,0,650,3.7,3.7,0,0,0,0,0,0,0,96.3,3111,715,2396,22.98,77.02
"06075012504","Census Tract 125.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012504","Census Tract 125.04",,,,333,26,26,26,0,0,0,0,0,0,307,166,126,40,0,40,141,106,35,7.81,7.81,7.81,0,0,0,0,0,0,92.19,49.85,37.84,12.01,0,12.01,42.34,31.83,10.51,619,316,303,177,72,25,0,0,51.05,48.95,28.59,11.63,4.04,0,0,619,316,231,72,51.05,37.32,11.63,0,0,0,,,333,34,85,34,22,29,25,0,0,0,0,62,0,0,14,28,0,10.21,25.53,10.21,6.61,8.71,7.51,0,0,0,0,18.62,0,0,4.2,8.41,0,22639,8769400,,,,,,,13181,18293,27138,65792,151892,,,,,,,23,0,23,0,100,192,19,0,15,0,0,0,4,0,4,173,9.9,0,7.81,0,0,0,2.08,0,2.08,90.1,347,99,248,28.53,71.47
"06075012601","Census Tract 126.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012601","Census Tract 126.01",,,,1291,168,168,104,64,0,64,0,0,0,1123,217,203,14,0,14,906,338,568,13.01,13.01,8.06,4.96,0,4.96,0,0,0,86.99,16.81,15.72,1.08,0,1.08,70.18,26.18,44,1672,14,1658,1604,1351,509,132,32,0.84,99.16,95.93,80.8,30.44,7.89,1.91,1672,14,307,1351,0.84,18.36,80.8,83,0,83,0,100,1291,24,20,7,23,16,0,47,33,0,9,53,69,114,134,286,456,1.86,1.55,0.54,1.78,1.24,0,3.64,2.56,0,0.7,4.11,5.34,8.83,10.38,22.15,35.32,176750,127264800,40292,118874,172863,246044,567595,956041,77047,142259,189217,250001,250001,3.52,10.38,15.09,21.48,49.54,20.86,270,0,270,0,100,385,19,0,19,0,0,0,0,0,0,366,4.94,0,4.94,0,0,0,0,0,0,95.06,1558,29,1529,1.86,98.14
"06075012602","Census Tract 126.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012602","Census Tract 126.02",,,,1425,174,174,145,29,10,19,0,0,0,1251,256,256,0,0,0,995,457,538,12.21,12.21,10.18,2.04,0.7,1.33,0,0,0,87.79,17.96,17.96,0,0,0,69.82,32.07,37.75,2380,77,2303,2243,2084,752,120,10,3.24,96.76,94.24,87.56,31.6,5.04,0.42,2380,77,219,2084,3.24,9.2,87.56,85,0,85,0,100,1425,35,58,0,0,0,0,0,21,27,12,42,56,132,20,228,794,2.46,4.07,0,0,0,0,0,1.47,1.89,0.84,2.95,3.93,9.26,1.4,16,55.72,237917,202802800,52363,150628,231638,325471,699153,1145963,105691,190750,250001,250001,250001,3.59,10.32,15.87,22.3,47.91,19.63,325,23,302,7.08,92.92,430,11,11,0,0,0,0,0,0,0,419,2.56,2.56,0,0,0,0,0,0,0,97.44,2382,128,2254,5.37,94.63
"06075012700","Census Tract 127, San Francisco County, California","ca","140","00",,,,"06","075",,,"012700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012700","Census Tract 127",,,,2074,309,309,225,84,65,19,0,0,0,1765,491,457,34,0,34,1274,609,665,14.9,14.9,10.85,4.05,3.13,0.92,0,0,0,85.1,23.67,22.03,1.64,0,1.64,61.43,29.36,32.06,3214,33,3181,2981,2622,1181,359,70,1.03,98.97,92.75,81.58,36.75,11.17,2.18,3214,33,559,2622,1.03,17.39,81.58,137,0,137,0,100,2074,112,18,0,19,0,0,0,16,48,0,89,131,50,77,250,1264,5.4,0.87,0,0.92,0,0,0,0.77,2.31,0,4.29,6.32,2.41,3.71,12.05,60.95,250001,421322800,,,,,,,94052,209950,250001,250001,250001,,,,,,,585,11,574,1.88,98.12,800,86,0,67,0,0,0,19,19,0,714,10.75,0,8.38,0,0,0,2.38,2.38,0,89.25,3075,214,2861,6.96,93.04
"06075012801","Census Tract 128.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012801","Census Tract 128.01",,,,1210,158,158,158,0,0,0,0,0,0,1052,344,328,16,0,16,708,480,228,13.06,13.06,13.06,0,0,0,0,0,0,86.94,28.43,27.11,1.32,0,1.32,58.51,39.67,18.84,1887,119,1768,1673,1507,636,176,37,6.31,93.69,88.66,79.86,33.7,9.33,1.96,1887,119,261,1507,6.31,13.83,79.86,125,0,125,0,100,1210,61,50,0,43,0,0,9,47,0,15,23,55,73,9,74,751,5.04,4.13,0,3.55,0,0,0.74,3.88,0,1.24,1.9,4.55,6.03,0.74,6.12,62.07,236553,262827900,25132,132828,238513,490471,1251995,1873388,74348,210703,250001,250001,250001,1.17,6.21,11.15,22.93,58.53,21.9,484,0,484,0,100,502,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,100,1630,95,1535,5.83,94.17
"06075012802","Census Tract 128.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012802","Census Tract 128.02",,,,935,178,178,172,6,0,6,0,0,0,757,179,162,17,0,17,578,353,225,19.04,19.04,18.4,0.64,0,0.64,0,0,0,80.96,19.14,17.33,1.82,0,1.82,61.82,37.75,24.06,1606,4,1602,1578,1496,425,70,29,0.25,99.75,98.26,93.15,26.46,4.36,1.81,1606,4,106,1496,0.25,6.6,93.15,0,0,0,,,935,9,0,0,0,0,26,17,0,6,27,51,65,19,37,78,600,0.96,0,0,0,0,2.78,1.82,0,0.64,2.89,5.45,6.95,2.03,3.96,8.34,64.17,250001,134136200,,,,,,,91333,247772,250001,250001,250001,,,,,,,329,0,329,0,100,357,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,100,1525,75,1450,4.92,95.08
"06075012901","Census Tract 129.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012901","Census Tract 129.01",,,,1454,229,229,207,22,0,22,0,0,0,1225,326,298,28,0,28,899,373,526,15.75,15.75,14.24,1.51,0,1.51,0,0,0,84.25,22.42,20.5,1.93,0,1.93,61.83,25.65,36.18,2277,17,2260,2250,2148,871,415,54,0.75,99.25,98.81,94.33,38.25,18.23,2.37,2277,17,112,2148,0.75,4.92,94.33,22,0,22,0,100,1454,38,0,0,0,13,0,0,31,7,13,5,106,95,99,193,854,2.61,0,0,0,0.89,0,0,2.13,0.48,0.89,0.34,7.29,6.53,6.81,13.27,58.73,231841,222582000,71208,150459,232810,322165,681090,1226700,122737,183313,250001,250001,250001,4.88,10.32,15.97,22.1,46.72,21.04,406,0,406,0,100,555,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,100,2342,75,2267,3.2,96.8
"06075012902","Census Tract 129.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012902","Census Tract 129.02",,,,1700,95,95,67,28,28,0,0,0,0,1605,296,296,0,0,0,1309,692,617,5.59,5.59,3.94,1.65,1.65,0,0,0,0,94.41,17.41,17.41,0,0,0,77,40.71,36.29,2390,24,2366,2203,1857,440,139,62,1,99,92.18,77.7,18.41,5.82,2.59,2390,24,509,1857,1,21.3,77.7,39,0,39,0,100,1700,0,0,38,0,0,0,16,14,24,47,87,163,82,176,152,901,0,0,2.24,0,0,0,0.94,0.82,1.41,2.76,5.12,9.59,4.82,10.35,8.94,53,210921,128323100,60240,127148,203849,265828,437594,602293,87153,156944,242627,250001,250001,5.5,11.62,18.62,24.28,39.98,13.76,128,0,128,0,100,391,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,100,2088,15,2073,0.72,99.28
